character_id,character_name,game_title,release_year,developer,publisher,game_scale,genre,narrative_role,playable_status,gender,sexuality,identity_category,identity_confirmation,queer_status,intersectionality_present,intersectionality_details,evidence_source,notes,character_image,image_credit,image_source_url,source_language,discovery_source,research_status,evidence_confidence,platform_version,last_reviewed,content_availability
76,Ustvestia,Phantasy Star II,1989,Sega,Sega,AAA,Role-playing,supporting_character,non_playable,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,no,None documented,https://lgbtqgamearchive.com/2015/09/11/ustvestia-in-phantasy-star-ii/,"Piano teacher who charges Rolf less than other characters. The Japanese dialogue reportedly calls Rolf cute, changed to smart in English; the archive treats this localization difference as implicit evidence of a gay reading rather than an explicit orientation label.",,,,en,LGBTQ Video Game Archive,reviewed,medium,Japanese original; English localization,2026-08-22,
77,Iceman (Bobby Drake),The Uncanny X-Men,1989,LJN,LJN,AAA,Action,supporting_character,playable,man,gay,sexual_orientation,external_source,confirmed,no,None documented,https://lgbtqgamearchive.com/2018/06/21/lgbtq-characters-in-marvel-universe-video-games/,"Iceman's first video-game appearance predates the 2015–2016 Marvel stories that established Bobby Drake as gay. His sexuality is not discussed in this game, so the record is retroactive and intertextual rather than evidence of explicit representation in the 1989 text.",,,,en,LGBTQ Video Game Archive,reviewed,high,Nintendo Entertainment System,2026-08-22,
78,Birdo,Super Mario Bros. 2,1988,Nintendo,Nintendo,AAA,Platformer,antagonist,non_playable,trans_woman,not_recorded,gender_identity,ambiguous,ambiguous,no,None documented,https://lgbtqgamearchive.com/2015/09/11/birdo/,"Birdo first appears as a miniboss. The original North American manual used masculine language while stating that the character considered herself a girl and preferred the name Birdetta; later printings removed this passage, and subsequent Nintendo portrayals have been inconsistent. Following the archive, this record treats the transgender reading as implicit rather than settled canon.",,,,en,LGBTQ Video Game Archive,reviewed,medium,Nintendo Entertainment System; localization-dependent,2026-08-22,
79,Saied,Circuit’s Edge,1990,Westwood Associates,Infocom,,Role-playing,supporting_character,non_playable,man,gay,sexual_orientation,external_source,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/08/29/sexuality-and-gender-in-circuits-edge/,"Marîd's friend Saied is described by multiple reviews surveyed by the archive as explicitly homosexual. The archive notes that a complete catalog of the game is still needed, so this record does not imply that Saied and Yasmin are its only queer characters.",,,,en,LGBTQ Video Game Archive,reviewed,medium,PC,2026-08-22,
80,Yasmin,Circuit’s Edge,1990,Westwood Associates,Infocom,,Role-playing,supporting_character,non_playable,trans_woman,not_recorded,gender_identity,external_source,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/08/29/sexuality-and-gender-in-circuits-edge/,Marîd's former girlfriend Yasmin is described by multiple reviews surveyed by the archive as a trans woman. A fuller primary-source catalog of the game remains desirable.,,,,en,LGBTQ Video Game Archive,reviewed,medium,PC,2026-08-22,
81,Darcelle,Rise of the Dragon,1990,Dynamix,Sierra On-Line,,Graphic adventure,supporting_character,non_playable,not_recorded,not_recorded,gender_expression,explicit_in_game,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/08/29/darcelle-in-rise-of-the-dragon/,Pleasure Dome performer described as a woman posing as a man who is posing as a woman. This record captures explicit layered gender presentation without inferring a transgender identity or sexuality. Other alleged gay content in the game remains unconfirmed.,,,,en,LGBTQ Video Game Archive,reviewed,high,PC/Mac; Sega CD version altered,2026-08-22,
82,Waylon Smithers,The Simpsons Arcade Game,1991,Konami,Konami,Arcade,Beat 'em up,antagonist,non_playable,man,gay,sexual_orientation,external_source,ambiguous,no,None documented,https://lgbtqgamearchive.com/2015/08/25/smithers/,"Smithers is the main antagonist. His attraction to Mr. Burns is an intertextual element from The Simpsons television series; the archive found no game dialogue that identifies his sexuality, so this appearance is not counted as explicit in-game representation.",,,,en,LGBTQ Video Game Archive,reviewed,medium,Arcade,2026-08-22,
83,Mystique (Raven Darkhölme),X-Men,1992,Konami,Konami,Arcade,Beat 'em up,antagonist,non_playable,woman,bisexual,sexual_orientation,external_source,confirmed,no,None documented,https://lgbtqgamearchive.com/2018/06/21/lgbtq-characters-in-marvel-universe-video-games/,"Mystique's first video-game appearance. Her bisexuality is established in Marvel canon but is not discussed in the arcade game, making this a retroactive intertextual record rather than explicit 1992 representation.",,,,en,LGBTQ Video Game Archive,reviewed,high,Arcade,2026-08-22,
84,Faris Scherwiz,Final Fantasy V,1992,Square,Square,AAA,Role-playing,protagonist,playable,woman,not_recorded,gender_expression,explicit_in_game,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/12/10/faris-scherwiz-in-final-fantasy-v/,Pirate captain raised as male by her crew who presents androgynously and is reported to use both masculine and feminine self-reference. The story later identifies Faris as a woman; this record documents gender nonconformity rather than assigning a transgender identity.,,,,en,LGBTQ Video Game Archive,reviewed,high,Super Famicom; later localizations,2026-08-22,
85,Unnamed flapper,The Dagger of Amon Ra,1992,Sierra On-Line,Sierra On-Line,,Adventure,supporting_character,non_playable,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/08/25/lesbian-flapper-in-the-dagger-of-amon-ra/,An unnamed flapper openly flirts with protagonist Laura Bow in the women's restroom. Separate claims about a hidden lesbian couple could not be confirmed and are not folded into this record.,,,,en,LGBTQ Video Game Archive,reviewed,high,PC,2026-08-22,
86,Rasputin,World Heroes,1992,ADK,SNK,Arcade,Fighting,supporting_character,playable,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,no,None documented,https://lgbtqgamearchive.com/2015/08/25/rasputin-in-world-heroes/,"Playable fighter often read as gay through mannerisms and his Secret Garden move, which draws male opponents into bushes while hearts appear. Some secondary game sources describe a pansexual love cult, but the archive presents his orientation as implicit rather than explicitly labeled.",,,,en,LGBTQ Video Game Archive,reviewed,medium,Arcade,2026-08-22,
87,Alfred Horner,Dracula Unleashed,1993,ICOM Simulations,Viacom New Media,,FMV adventure,supporting_character,non_playable,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,no,None documented,https://lgbtqgamearchive.com/2015/08/25/alfred-horner-in-dracula-unleashed/,"Minor bookstore co-owner whose glances toward the male protagonist have been read as lecherous. The game never labels his sexuality, so the archive treats him as implicitly gay.",,,,en,LGBTQ Video Game Archive,reviewed,medium,Various,2026-08-22,
88,Bruno,Gabriel Knight: Sins of the Fathers,1993,Sierra On-Line,Sierra On-Line,,Adventure,supporting_character,non_playable,man,gay,sexual_orientation,external_source,confirmed,no,None documented,https://lgbtqgamearchive.com/2018/07/12/bruno-in-gabriel-knight-sins-of-the-fathers/,"Flower-shop owner depicted through gay stereotypes. The game implies a boyfriend named Cid, while the novelization explicitly identifies Bruno as gay; confirmation is therefore intertextual rather than an in-game label.",,,,en,LGBTQ Video Game Archive,reviewed,high,PC; later remake,2026-08-22,
89,Gary,Leisure Suit Larry 6: Shape Up or Slip Out,1993,Sierra On-Line,Sierra On-Line,,Adventure,supporting_character,non_playable,man,gay,sexual_orientation,explicit_in_game,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/09/10/gary-in-leisure-suit-larry-6/,"Flamboyant towel attendant who openly flirts with Larry. Accepting behavior interpreted as a sexual invitation results in a game-over screen, so the explicit character record is accompanied by a separate note on the game's homophobic framing.",,,,en,LGBTQ Video Game Archive,reviewed,high,PC,2026-08-22,
90,Shablee,Leisure Suit Larry 6: Shape Up or Slip Out,1993,Sierra On-Line,Sierra On-Line,,Adventure,supporting_character,non_playable,trans_woman,not_recorded,gender_identity,explicit_in_game,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/09/10/shablee-in-leisure-suit-larry-6/,Make-up artist explicitly represented as a trans woman. Her attempted sexual encounter with Larry ends in a strongly transphobic reaction; inclusion records representation and its harmful framing rather than endorsing the scene.,,,,en,LGBTQ Video Game Archive,reviewed,high,PC,2026-08-22,
91,Harold,Day of the Tentacle,1993,LucasArts,LucasArts,,Adventure,supporting_character,non_playable,man,not_recorded,gender_expression,explicit_in_game,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/08/30/harold/,"Male beauty-contest participant dressed in feminine clothing and presented through exaggerated effeminacy and a French accent. Clothing establishes gender expression, not sexuality or transgender identity.",,,,en,LGBTQ Video Game Archive,reviewed,high,PC/Mac,2026-08-22,
92,Unnamed hustler,Police Quest: Open Season,1993,Sierra Entertainment,Sierra Entertainment,,Adventure,supporting_character,non_playable,man,gay,sexual_orientation,explicit_in_game,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/08/26/gay-npc-in-police-quest-open-season/,Stereotyped male hustler outside local businesses who asks the protagonist whether he is looking for a girl or a boy. The player cannot respond. The archive categorizes him as an explicit gay NPC while noting the stereotyped presentation.,,,,en,LGBTQ Video Game Archive,reviewed,high,PC/Mac,2026-08-22,
93,Morrigan Aensland,Darkstalkers: The Night Warriors,1994,Capcom,Capcom,Arcade,Fighting,protagonist,playable,woman,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,no,None documented,https://lgbtqgamearchive.com/2015/08/30/morrigan-aensland-in-darkstalkers/,"Widely reported as bisexual, but the archive found no in-game discussion or additional confirmation. The classification remains implicit and ambiguous.",,,,en,LGBTQ Video Game Archive,reviewed,medium,Arcade; later ports,2026-08-22,
94,Tony,EarthBound,1994,APE / HAL Laboratory,Nintendo,AAA,Role-playing,supporting_character,non_playable,man,gay,sexual_orientation,developer_confirmed,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/08/30/tony/,"Jeff's roommate and close friend, whose ending letter suggests an unrequited crush. Series creator Shigesato Itoi later explicitly confirmed that Tony was designed as a gay child.",,,,en,LGBTQ Video Game Archive,reviewed,high,Super Famicom; 1995 North American release,2026-08-22,
96,Flea,Chrono Trigger,1995,Square,Square,AAA,Role-playing,antagonist,non_playable,non_binary,not_recorded,gender_identity; gender_expression,explicit_in_game,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/08/26/flea-in-chrono-trigger/,Feminine-presenting magician referred to with masculine language who explicitly dismisses the importance of the male/female binary in favor of power and beauty. The archive categorizes Flea as explicitly non-binary or genderqueer.,,,,en,LGBTQ Video Game Archive,reviewed,high,Super Famicom; later localizations,2026-08-22,
97,Filena,Eternal Filena,1995,Tokuma Shoten,Tokuma Shoten,,Role-playing,protagonist,playable,not_recorded,lesbian,gender_identity; sexual_orientation,ambiguous,ambiguous,no,None documented,https://lgbtqgamearchive.com/2016/09/05/filena-in-eternal-filena-eien-no-filena/,"Raised as a boy and generally self-presenting as a man while married to Lila, Filena has been read both as a trans man and as a butch lesbian. The game uses mixed gender language and does not settle the identity directly, so gender remains unassigned here while the same-gender marriage supports an implicit lesbian reading.",,,,en,LGBTQ Video Game Archive,reviewed,medium,Super Famicom; fan translation context,2026-08-22,
98,NiGHTS,NiGHTS into Dreams,1996,Sonic Team,Sega,AAA,Action,protagonist,playable,non_binary,not_recorded,gender_identity,developer_confirmed,confirmed,no,None documented,https://lgbtqgamearchive.com/2018/08/27/nights-in-%E2%80%8Bnights-into-dreams/,"Producer Yuji Naka stated that dream-world residents were designed without gender and that their forms are determined by the dreamer. The archive dates the game to 1996, correcting the supplied 1995 list date.",,,,en,LGBTQ Video Game Archive,reviewed,high,Sega Saturn; later ports,2026-08-22,
99,Reala,NiGHTS into Dreams,1996,Sonic Team,Sega,AAA,Action,antagonist,playable,non_binary,not_recorded,gender_identity,developer_confirmed,confirmed,no,None documented,https://lgbtqgamearchive.com/2018/08/27/reala-and-the-nightmaren/,"Nightmaren antagonist designed, like NiGHTS and the other dream-world creations, as gender-neutral. Reala is controllable in multiplayer.",,,,en,LGBTQ Video Game Archive,reviewed,high,Sega Saturn; later ports,2026-08-22,
100,Danny McCormack,The Orion Conspiracy,1995,Divide By Zero,Domark,,Adventure,supporting_character,non_playable,man,gay,sexual_orientation,explicit_in_game,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/08/26/danny-mccormack-and-steve-kaufmann/,The murder victim at the center of the investigation. Love letters and photographs explicitly reveal that Danny was gay and in a relationship with Steve Kaufmann.,,,,en,LGBTQ Video Game Archive,reviewed,high,PC,2026-08-22,
101,Steve Kaufmann,The Orion Conspiracy,1995,Divide By Zero,Domark,,Adventure,supporting_character,non_playable,man,gay,sexual_orientation,explicit_in_game,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/08/26/danny-mccormack-and-steve-kaufmann/,"Scientist and Danny McCormack's boyfriend. Their relationship is explicitly established through correspondence, photographs, and the protagonist's confrontation with Steve.",,,,en,LGBTQ Video Game Archive,reviewed,high,PC,2026-08-22,
102,Gay Police Chief,Go! Go! Ackman 3,1995,Banpresto,Banpresto,AAA,Platformer,antagonist,non_playable,man,gay,sexual_orientation,explicit_in_game,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/08/26/gay-police-chief-in-go-go-ackman-3/,Flamboyant Angel Police chief who captures and kisses Ackman before imprisoning him. The portrayal is explicit but framed as a homophobic caricature. The reference belongs specifically to the third game.,,,,en,LGBTQ Video Game Archive,reviewed,high,Super Famicom; Japan-only,2026-08-22,
103,Imprisoned Elf,Simon the Sorcerer 2,1995,Adventure Soft,Adventure Soft,,Adventure,supporting_character,non_playable,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,no,None documented,https://lgbtqgamearchive.com/2015/12/03/imprisoned-elf-in-simon-the-sorcerer-2/,"Captured elf coded as gay through flamboyant stereotypes, beauty-product dialogue, and a derogatory slur used by Simon. The game never labels his sexuality, so the identity remains implicit while the homophobic framing is documented.",,,,en,LGBTQ Video Game Archive,reviewed,medium,Various,2026-08-22,
104,Sendak,Bahamut Lagoon,1996,Square,Square,AAA,Tactical role-playing,supporting_character,playable,man,gay,sexual_orientation,explicit_in_game,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/09/10/sendak-in-bahamut-lagoon/,Older magician who flirts with protagonist Byuu; the player can accept his advances instead of continuing to pursue Princess Yoyo. Evidence comes through an unofficial English translation because the game was not officially localized.,,,,en,LGBTQ Video Game Archive,reviewed,medium,Super Famicom; unofficial translation,2026-08-22,
105,Sir Blaze,Blazing Dragons,1996,Illusions Gaming Company,Crystal Dynamics,,Adventure,supporting_character,non_playable,man,gay,sexual_orientation,external_source,ambiguous,no,None documented,https://lgbtqgamearchive.com/2015/08/31/sir-blaze-from-blazing-dragons/,"Flamboyant and vain dragon knight whose queerness is more overt in the source animated series, where references were cut from the American release. The game relies mainly on implicit and intertextual coding.",,,,en,LGBTQ Video Game Archive,reviewed,medium,PlayStation/Sega Saturn,2026-08-22,
106,Foobar,Foobar vs. the DEA,1996,Tom Kluge / Richard Cross,Funner Software,Indie,Arcade action,protagonist,playable,man,gay,sexual_orientation,explicit_in_game,confirmed,no,None documented,https://lgbtqgamearchive.com/games/games-by-decade/1990s/foobar-vs-the-dea/,"Gay protagonist on a mission to rescue his boyfriend Ned. The game explicitly uses boyfriend and incorporates a pink triangle, rainbow flag, condoms, and intentional pro-gay-rights politics.",,,,en,LGBTQ Video Game Archive,reviewed,high,Mac,2026-08-22,
107,Ned,Foobar vs. the DEA,1996,Tom Kluge / Richard Cross,Funner Software,Indie,Arcade action,supporting_character,non_playable,man,gay,sexual_orientation,explicit_in_game,confirmed,no,None documented,https://lgbtqgamearchive.com/games/games-by-decade/1990s/foobar-vs-the-dea/,"Foobar's kidnapped boyfriend. Some reviews euphemized him as a friend, but the game itself explicitly identifies their relationship.",,,,en,LGBTQ Video Game Archive,reviewed,high,Mac,2026-08-22,
108,Curtis Craig,Phantasmagoria: A Puzzle of Flesh,1996,Sierra Entertainment,Sierra Entertainment,,FMV horror adventure,protagonist,playable,man,bisexual,sexual_orientation,explicit_in_game,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/08/26/curtis-in-phantasmagoria-a-puzzle-of-flesh/,"Curtis tells his therapist that he may be bisexual, is involved with women, and is attracted to his friend Trevor. He attempts to kiss Trevor shortly before Trevor's violent death.",,,,en,LGBTQ Video Game Archive,reviewed,high,PC,2026-08-22,
109,Trevor Barnes,Phantasmagoria: A Puzzle of Flesh,1996,Sierra Entertainment,Sierra Entertainment,,FMV horror adventure,supporting_character,non_playable,man,gay,sexual_orientation,explicit_in_game,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/08/26/trevor-in-phantasmagoria-a-puzzle-of-flesh/,"Curtis's openly gay friend and object of his attraction. Trevor is killed violently, a context retained in the paired Curtis record and source notes.",,,,en,LGBTQ Video Game Archive,reviewed,high,PC,2026-08-22,
110,Hector,The Incredible Hulk: The Pantheon Saga,1996,Attention to Detail,Eidos Interactive,AAA,Action,supporting_character,non_playable,man,gay,sexual_orientation,external_source,confirmed,no,None documented,https://lgbtqgamearchive.com/2018/06/21/lgbtq-characters-in-marvel-universe-video-games/,"Pantheon member established as openly gay in Marvel comics before the game, although the game does not mention his sexuality. This is an intertextual record rather than explicit in-game representation.",,,,en,LGBTQ Video Game Archive,reviewed,high,Various,2026-08-22,
111,Fox (Hans Taubemann),Bloody Roar,1997,Raizing / Hudson Soft,Sony Computer Entertainment,AAA,Fighting,supporting_character,playable,not_recorded,not_recorded,gender_identity,ambiguous,ambiguous,no,None documented,https://lgbtqgamearchive.com/2015/09/01/fox-in-bloody-roar/,"Effeminate playable fighter whose gender differs between North American and European manuals and whose English voice actor is a woman. Sources variously call Fox transgender or a cross-dresser, but the game never settles the identity.",,,,en,LGBTQ Video Game Archive,reviewed,medium,Arcade/PlayStation; region-dependent manuals,2026-08-22,
112,Lilith Aensland,Darkstalkers 3,1997,Capcom,Capcom,Arcade,Fighting,supporting_character,playable,woman,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,no,None documented,https://lgbtqgamearchive.com/2015/08/30/lilith-in-darkstalkers-series/,"Widely reported as bisexual, but the archive found no in-game discussion or additional confirmation. Abandoned development concepts involving a male or intersex design are not treated as the released character's identity.",,,,en,LGBTQ Video Game Archive,reviewed,low,Arcade; later ports,2026-08-22,
113,Zhang He,Dynasty Warriors,1997,Omega Force,Koei,AAA,Fighting,supporting_character,playable,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,no,None documented,https://lgbtqgamearchive.com/2015/09/02/zhang-he-in-dynasty-warriors/,"General portrayed as graceful, effeminate, and beauty-obsessed. Western audiences often read him as gay, but the archive found no confirmation, so the classification remains implicit.",,,,en,LGBTQ Video Game Archive,reviewed,medium,Various,2026-08-22,
114,Mukki,Final Fantasy VII,1997,Square,Square,AAA,Role-playing,supporting_character,non_playable,man,gay,sexual_orientation,explicit_in_game,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/09/10/mukki-in-final-fantasy-vii/,"Gay-coded bodybuilder who aggressively flirts with Cloud at the Honey Bee Inn. One optional scene has been widely read as implied sexual assault, so the record documents explicit representation alongside harmful and coercive framing.",,,,en,LGBTQ Video Game Archive,reviewed,high,PlayStation original,2026-08-22,
115,Rocky Armitage,Front Mission 2,1997,G-Craft,Square,AAA,Turn-based strategy,supporting_character,playable,man,gay,sexual_orientation,external_source,ambiguous,no,None documented,https://lgbtqgamearchive.com/2017/02/11/rocky-armitage-in-front-mission-2/,"Reported to express romantic feelings for the male protagonist. The archive could not independently corroborate the submission, so the record remains a low-confidence queer reading rather than confirmed representation.",,,,en,LGBTQ Video Game Archive,needs_review,low,PlayStation,2026-08-22,
116,Chameli Firishta,Front Mission Alternative,1997,Square,Square,AAA,Real-time strategy,supporting_character,playable,woman,not_recorded,gender_identity,external_source,ambiguous,yes,Indian African woman,https://lgbtqgamearchive.com/2017/02/11/chameli-firishta-in-front-mission-alternative/,"A user submission says the story reveals Chameli to be transgender around its midpoint. The archive found no additional corroboration, so this is retained with low confidence.",,,,en,LGBTQ Video Game Archive,needs_review,low,PlayStation; Japan-only,2026-08-22,
117,Dal Frupy,Front Mission Alternative,1997,Square,Square,AAA,Real-time strategy,supporting_character,playable,man,gay,sexual_orientation,external_source,ambiguous,no,None documented,https://lgbtqgamearchive.com/2017/02/11/dal-frupy-in-front-mission-alternative/,"A user submission says Dal has romantic feelings for male protagonist Earl McCoy. The archive found no additional corroboration, so this remains a low-confidence reading.",,,,en,LGBTQ Video Game Archive,needs_review,low,PlayStation; Japan-only,2026-08-22,
118,El Burro,Grand Theft Auto,1997,DMA Design,BMG Interactive,AAA,Action-adventure,supporting_character,non_playable,man,gay,sexual_orientation,explicit_in_game,confirmed,yes,Mexican,https://lgbtqgamearchive.com/2015/09/06/el-burro-in-grand-theft-auto/,"Mission giver explicitly identified as gay. Later games feature characters with the same name, but the archive does not assume they are necessarily the same person or share this orientation.",,,,en,LGBTQ Video Game Archive,reviewed,high,PC/PlayStation,2026-08-22,
119,Rudolph Gartheimer,Groove on Fight,1997,Atlus,Atlus,Arcade,Fighting,antagonist,non_playable,man,gay,sexual_orientation,external_source,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/09/01/rudolph-and-damian-in-groove-on-fight/,Story-mode opponent whose servant Damian Shade is described by most secondary accounts as his lover. The relationship is documented by the archive as explicit but relies partly on external character material.,,,,en,LGBTQ Video Game Archive,reviewed,medium,Arcade/Sega Saturn,2026-08-22,
120,Damian Shade,Groove on Fight,1997,Atlus,Atlus,Arcade,Fighting,supporting_character,playable,man,gay,sexual_orientation,external_source,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/09/01/rudolph-and-damian-in-groove-on-fight/,"Rudolph's servant and, by most accounts, lover. Damian dies in story mode and is unlockable as a playable fighter in the Sega Saturn version.",,,,en,LGBTQ Video Game Archive,reviewed,medium,Sega Saturn unlockable,2026-08-22,
121,Asellus,SaGa Frontier,1997,Square Product Development Division 2,Square,AAA,Role-playing,protagonist,playable,woman,lesbian,sexual_orientation,implicit_in_game,ambiguous,no,None documented,https://lgbtqgamearchive.com/2015/12/12/asellus-in-saga-frontier/,"Playable protagonist with strong romantic subtext involving White Rose and Gina. Localization removed some context; one ending has Asellus marry Gina and other women, while other endings frame the relationships differently.",,,,en,LGBTQ Video Game Archive,reviewed,medium,PlayStation original,2026-08-22,
122,Drag Queen Demon,Shin Megami Tensei: Devil Summoner: Soul Hackers,1997,Atlus,Atlus,AAA,Role-playing,enemy,non_playable,man,not_recorded,gender_expression,explicit_in_game,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/12/10/drag-queen-demon-in-devil-summoner-soul-hackers/,An undead enemy type described in the compendium as cross-dressing men who died in their preferred outfits. The entry documents gender nonconformity but also dehumanizing zombie framing and outdated terminology.,,,,en,LGBTQ Video Game Archive,reviewed,high,Sega Saturn; later 3DS localization,2026-08-22,
123,Jaciel Morgen,An Elder Scrolls Legend: Battlespire,1997,Bethesda Softworks,Bethesda Softworks,AAA,Action role-playing,supporting_character,non_playable,woman,lesbian,sexual_orientation,implicit_in_game,confirmed,no,Daedra,https://lgbtqgamearchive.com/2016/05/09/jaciel-morgen-and-deyanira-katrece-in-elder-scrolls-battlespire/,Greater Nocturnal whose grief and rage over Deyanira's sacrifice heavily imply an intimate relationship between the two women.,,,,en,LGBTQ Video Game Archive,reviewed,high,PC,2026-08-22,
124,Deyanira Katrece,An Elder Scrolls Legend: Battlespire,1997,Bethesda Softworks,Bethesda Softworks,AAA,Action role-playing,supporting_character,non_playable,woman,lesbian,sexual_orientation,implicit_in_game,confirmed,no,Daedra,https://lgbtqgamearchive.com/2016/05/09/jaciel-morgen-and-deyanira-katrece-in-elder-scrolls-battlespire/,"Lesser Nocturnal who willingly accepts banishment to shock her beloved mistress Jaciel out of despair, strongly implying an intimate relationship.",,,,en,LGBTQ Video Game Archive,reviewed,high,PC,2026-08-22,
125,Rebecca Norton,The Last Express,1997,Smoking Car Productions,Broderbund Software,,Adventure,supporting_character,non_playable,woman,lesbian,sexual_orientation,implicit_in_game,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/08/26/rebecca-and-sophie-in-the-last-express/,"Diary pages and overheard conversations establish a romantic relationship with Sophie, though it may be emotionally unequal and much of the evidence is missable in the nonlinear story.",,,,en,LGBTQ Video Game Archive,reviewed,high,PC/Mac,2026-08-22,
126,Sophie de Bretheuil,The Last Express,1997,Smoking Car Productions,Broderbund Software,,Adventure,supporting_character,non_playable,woman,lesbian,sexual_orientation,implicit_in_game,confirmed,no,None documented,https://lgbtqgamearchive.com/2015/08/26/rebecca-and-sophie-in-the-last-express/,"French traveler in a romantic relationship with Rebecca Norton, conveyed through optional overheard conversations and Rebecca's diary.",,,,en,LGBTQ Video Game Archive,reviewed,high,PC/Mac,2026-08-22,
127,Vivian,Paper Mario: The Thousand Year Door,2004,,,,,unknown,unknown,other,not_recorded,gender_identity,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/09/11/vivian,LGBTQ Video Game Archive classification: transgender:implicit. Source page: Vivian in Paper Mario.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
128,Damone LaCoque,Leisure Suit Larry: Box Office Bust,2009,,,,,unknown,unknown,man,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/09/10/damone-lacoque-in-leisure-suit-larry-box-office-bust,LGBTQ Video Game Archive classification: bisexual:implicit. Source page: Damone LaCoque in Leisure Suit Larry: Box Office Bust.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
129,Ione,Leisure Suit Larry: Magna Cum Laude,2004,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/10/ione-in-leisure-suit-larry-magna-cum-laude,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Ione in Leisure Suit Larry: Magna Cum Laude.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
130,Luba,Leisure Suit Larry: Magna Cum Laude,2004,,,,,unknown,unknown,woman,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/09/10/luba-in-leisure-suit-larry-magna-cum-laude,LGBTQ Video Game Archive classification: bisexual:implicit. Source page: Luba in Leisure Suit Larry: Magna Cum Laude.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
131,Fang,Final Fantasy XIII,2009,,,,,unknown,playable,woman,lesbian,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2018/06/24/fang-and-vanille-in-final-fantasy-iii,LGBTQ Video Game Archive classification: lesbian:implicit. Source page: Fang and Vanille in Final Fantasy III.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
132,Vanille,Final Fantasy XIII,2009,,,,,unknown,playable,woman,lesbian,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2018/06/24/fang-and-vanille-in-final-fantasy-iii,LGBTQ Video Game Archive classification: lesbian:implicit. Source page: Fang and Vanille in Final Fantasy III.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
133,Quina Quen,Final Fantasy IX,2000,,,,,unknown,playable,non_binary,not_recorded,gender_identity,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/12/12/quina-quen-in-final-fantasy-ix,LGBTQ Video Game Archive classification: non-binary or genderqueer:explicit. Source page: Quina Quen in Final Fantasy IX.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
134,Lady Howard,Gabriel Knight 3: Blood of the Sacred Blood of the Damned,1999,,,,,unknown,unknown,woman,lesbian,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/08/27/lady-howard-and-estelle-stiles-in-gabriel-knight-blood-of-the-sacred-blood-of-the-damned,"LGBTQ Video Game Archive classification: lesbian:implicit. Source page: Lady Howard and Estelle Stiles in Gabriel Knight: Blood of the Sacred, Blood of the Damned.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
